token,average_attr
oof,-0.03907254664
internationale,-0.03912687488
versnelling,-0.03913209215
zomer,-0.03914831369
bushalte,-0.03915422782
deed,-0.03920848357
aken,-0.03922671018
ontspannen,-0.03924846028
heb,-0.0392693944
te,-0.03926992508
re,-0.03927069637
9,-0.03927376686
wijn,-0.03927440681
acles,-0.03929578047
kader,-0.03932090476
oter,-0.03932446986
net,-0.03933232259
bloem,-0.03933643177
apte,-0.03940127417
schildpad,-0.03947460651
taart,-0.03952972975
aut,-0.03953227235
persoonlijke,-0.0395458661
voeden,-0.03955100104
wacht,-0.03959384672
opsch,-0.03960109502
verover,-0.03975581378
ilo,-0.03977345303
huis,-0.03982526129
baby,-0.03984208871
reept,-0.03985288739
hobby,-0.03986605691
track,-0.03987969633
ambtenaar,-0.03988886252
religie,-0.03989328817
haan,-0.03990779611
herten,-0.03992456198
ipad,-0.03994166851
ippers,-0.04002824891
atter,-0.0400618438
electro,-0.04008357972
nominatie,-0.04008949921
uss,-0.04011668894
b,-0.0401430532
rid,-0.04016282083
uurtjes,-0.0401928213
idder,-0.04020145582
aanvragen,-0.04023055965
waak,-0.04024158418
ucks,-0.04033300444
cl,-0.04033677609
ikes,-0.04045237601
saaie,-0.04046963528
klopt,-0.04051729899
collage,-0.04052532837
uitbetaling,-0.04053113982
dag,-0.0406451273
ontstaan,-0.04066244662
ullen,-0.040671229
bev,-0.04074892466
pol,-0.04075514696
ers,-0.04082726731
tafels,-0.04086533561
pincode,-0.04086558521
hef,-0.0409228541
servies,-0.04093233868
53,-0.04094044178
hoopte,-0.04094858468
betekenen,-0.04097436741
4,-0.04099021146
inees,-0.04101592675
river,-0.0410579145
schattig,-0.04107186664
r,-0.04107749819
twee,-0.04108774298
schotel,-0.04110465944
platte,-0.04113318771
spontane,-0.0411757417
steloos,-0.04117826745
bord,-0.04123087053
geschikte,-0.04124639183
book,-0.04126797151
5,-0.0412865461
werd,-0.0413423966
uring,-0.04134871811
pensioenen,-0.04139610007
pr,-0.04145358942
lied,-0.0414657481
ol,-0.04147692792
ingegaan,-0.04148603976
iet,-0.0415541466
ieterrein,-0.04157761484
bewolkt,-0.04158250615
pl,-0.04162804663
wand,-0.04165540973
pa,-0.04165638049
ijde,-0.04166403785
kunt,-0.04173628873
41,-0.04184014548
86,-0.04189708596
jax,-0.04198656216
lopen,-0.04203013629
25,-0.04206785833
oorden,-0.042071882
met,-0.04209153769
iq,-0.04212027043
route,-0.04212105274
ien,-0.04213480518
vervangen,-0.04215013744
td,-0.04215040477
verliet,-0.04215390701
gym,-0.0421596457
lief,-0.04217707205
jon,-0.04219082296
werken,-0.04222853675
buurt,-0.04224436288
rijdende,-0.04232320312
gels,-0.04232835381
verholpen,-0.04233796895
comment,-0.042339921
vernietigen,-0.04238749668
essels,-0.04242586717
ing,-0.04245683883
moord,-0.0424758397
65,-0.0424787032
rit,-0.04253628775
moeder,-0.04254303208
75,-0.04255362305
test,-0.04255877926
lab,-0.04262165935
staan,-0.04262401226
porto,-0.04263458401
opro,-0.04265407473
uurtje,-0.04267105655
azen,-0.0426822342
eer,-0.04268950445
rest,-0.0427493395
boek,-0.04278334737
snapt,-0.042872563
h,-0.04288782484
love,-0.04298406972
bie,-0.04301112044
now,-0.04301880673
arande,-0.04302233085
ab,-0.04302360718
vanwege,-0.04304560833
nemen,-0.0430889181
ilter,-0.04316166893
oplossingen,-0.04323784728
anderhalf,-0.04325249046
aldaar,-0.04328057356
installeren,-0.04331130022
q,-0.04333231341
wilde,-0.04335846339
kaart,-0.04337925953
sal,-0.04338870073
gh,-0.04341189781
35,-0.04344805393
concert,-0.04351406603
",",-0.04356000119
lon,-0.04359776936
leiders,-0.0436090827
ur,-0.04362154162
later,-0.04367594066
elde,-0.04371010458
programma,-0.04373284797
party,-0.04375825711
âń,-0.04378218204
hu,-0.04379285755
stappen,-0.04380417439
ital,-0.04386935383
kun,-0.04388361116
6,-0.04392521492
verzorging,-0.04393409565
olein,-0.0439375937
vv,-0.04400950758
notebook,-0.04403138906
ileren,-0.04408083484
tools,-0.04412652925
gebruikte,-0.04415844567
nd,-0.04425526956
medewerkers,-0.04426950061
ise,-0.04430367672
inga,-0.04430430755
raktijk,-0.0443758145
houden,-0.04440248981
91,-0.04441251885
40,-0.04446497227
1000,-0.04447430968
schakel,-0.04455856606
vos,-0.04464467987
eff,-0.04474297166
schoon,-0.04476443343
esse,-0.04477104591
klassen,-0.0448050173
vernieuw,-0.04483575001
ne,-0.04494783153
samenleving,-0.04498416483
ventilator,-0.04502708837
sluit,-0.04510864243
ones,-0.04512786388
pil,-0.04514210671
toen,-0.04521244269
tc,-0.04523795655
ta,-0.04526894453
dunner,-0.04529534653
marc,-0.04534174873
psychische,-0.04538081214
kansen,-0.04546995088
wd,-0.04549608078
schatje,-0.04550462487
ontsnapt,-0.04559183866
uif,-0.04560112045
vuile,-0.04565546289
ariã«r,-0.04568904266
ã¯ne,-0.04569078237
okter,-0.04570371471
andersom,-0.04572273884
grens,-0.04573137593
vervanging,-0.04575001262
nix,-0.04575271196
pk,-0.04579468213
opmaken,-0.04591351251
zetten,-0.04597569468
optimistisch,-0.04601735622
ieten,-0.04602415609
liedjes,-0.0460475795
aud,-0.04607035797
molen,-0.04613368061
bedoeld,-0.04613551187
ijn,-0.04622514591
milieu,-0.04625968263
ki,-0.04634706432
cao,-0.04637344554
ao,-0.04639283872
noord,-0.04640221011
bew,-0.04641421512
avondje,-0.04641983631
or,-0.04647095668
zusje,-0.04647206757
ism,-0.04650230783
neemt,-0.04650406344
em,-0.0465267459
81,-0.04654718377
educatieve,-0.04664960876
geavanc,-0.04665952921
ronken,-0.04672987387
eter,-0.04673852022
riet,-0.04674031772
content,-0.04685736075
mannen,-0.04699722543
broer,-0.04700314634
orter,-0.04701492687
lip,-0.04705875088
wakker,-0.04708280965
traditionele,-0.04708912596
amro,-0.04711106792
jo,-0.047126074
68,-0.04715775669
150,-0.04718634958
schor,-0.0472047776
32,-0.04722173947
ambassadeur,-0.04724867269
computer,-0.04729206643
inem,-0.0472990647
mezelf,-0.04735123781
cert,-0.04738213401
0,-0.047431048
unch,-0.04744166811
klacht,-0.04744694661
zodra,-0.04746213928
7,-0.04755500931
oest,-0.0475889123
aal,-0.04759379636
drank,-0.04763077825
waar,-0.04767916709
band,-0.04768477896
zonnepanelen,-0.04768669978
aar,-0.04768694297
studenten,-0.04771336343
spreken,-0.04772962537
geruis,-0.04775417596
ban,-0.04777596053
vereniging,-0.04786740057
afspraak,-0.04786754958
kuipers,-0.04786939546
cultuur,-0.0478719854
oz,-0.04787999764
omweg,-0.04793049395
mail,-0.04793768408
gende,-0.04800547753
23,-0.04802194498
daal,-0.04813953862
scoort,-0.04815044533
ives,-0.04815819165
zes,-0.0481739752
bl,-0.04819513872
uitdagende,-0.04825185239
verg,-0.04831618922
vindt,-0.04836254301
jers,-0.04839275032
ders,-0.04844815879
overneemt,-0.04855589196
vanochtend,-0.04860121454
uiz,-0.04860173538
leggen,-0.04865821257
4,-0.0486782109
beat,-0.04879435524
hi,-0.0488322684
edag,-0.04886322026
zer,-0.04893991398
leg,-0.04894581241
oek,-0.04899282453
agram,-0.04900818691
ubuntu,-0.04910172522
hemels,-0.04911398143
tekenen,-0.04919337202
person,-0.04922724888
redelijk,-0.04924224596
punt,-0.04926432412
?',-0.04927060505
eeper,-0.04929067567
yo,-0.04939417168
71,-0.04945990746
hotel,-0.04946574196
proof,-0.04948562384
anen,-0.04948610942
gde,-0.04950439185
ok,-0.04956891568
flink,-0.04958001282
stad,-0.04958737886
eb,-0.04962828049
good,-0.04964906852
by,-0.04977024821
be,-0.04978574659
ekening,-0.04985839874
plaatje,-0.04986259202
engelse,-0.04992249236
ss,-0.04999287583
tickets,-0.05003762431
onderb,-0.05007117614
eerbaar,-0.05010692403
ru,-0.05010768862
directe,-0.05014393851
ar,-0.05021134523
schoolgebouw,-0.05022078753
ateg,-0.05023115873
parfum,-0.05023701694
basisschool,-0.05039404395
pe,-0.05043582449
giet,-0.05045249686
oorzaak,-0.05046406016
verbieden,-0.05048786849
go,-0.0505180676
praktijk,-0.05056700557
ons,-0.05059916271
har,-0.05061261051
isa,-0.05064119942
ql,-0.05068061035
ruimtelijk,-0.0507693179
ues,-0.0507710427
teleurstelling,-0.05082638748
uiteindelijk,-0.05086214578
web,-0.05095858985
verliezen,-0.05095897126
ert,-0.05099698122
speed,-0.05114167246
marie,-0.05115417841
deelnemers,-0.05123434588
mo,-0.05125805964
dekken,-0.05127868801
program,-0.05134133622
fal,-0.0513901934
marokkaanse,-0.05141393344
istiek,-0.05142101017
zand,-0.05153713996
kens,-0.05158545876
bedrijfs,-0.05160324275
bijstand,-0.05161986873
ife,-0.05176293477
pad,-0.05176981259
ruilen,-0.05180464499
hoi,-0.05184523761
21,-0.05187496219
ls,-0.05195357278
cad,-0.05197212473
10,-0.05204710639
stoppen,-0.0521340855
ux,-0.05219298622
no,-0.05221234568
opgezegd,-0.05221817642
jus,-0.05224576965
maker,-0.05233279996
ype,-0.05238933675
ã»,-0.05240297318
sporten,-0.05243406835
fol,-0.05250571109
reclam,-0.05273532867
tevreden,-0.05276533235
brandweer,-0.05276569724
essa,-0.0527669274
national,-0.05276846886
rama,-0.0527741909
zinken,-0.0528517589
36,-0.05294553982
11,-0.05294601961
meende,-0.05297910795
voornaam,-0.05301997811
twitter,-0.05304056784
okã©,-0.0530558913
aa,-0.05307948187
nog,-0.05312960934
onder,-0.05320681329
terugsturen,-0.05337268114
ben,-0.05343026833
itude,-0.05347640812
lef,-0.05351373199
aaaa,-0.053519693
opnemen,-0.05352628161
fik,-0.05360741541
zonder,-0.05363915953
vullende,-0.05364786461
oon,-0.05366233653
zeeland,-0.05369562574
bud,-0.0536978062
bioscoop,-0.05370885134
zekerheid,-0.05371031171
rondjes,-0.0537452735
mond,-0.05377065099
hilarische,-0.05381777138
gevers,-0.053821899
rig,-0.05383847374
depot,-0.05385702848
eman,-0.05395153537
ind,-0.05404396868
schol,-0.05404758826
di,-0.05405287666
vergunningen,-0.05405686051
ina,-0.05408042926
ea,-0.05408797474
ã¨ne,-0.05411862209
vertraging,-0.05412169856
doelgroep,-0.05415581539
sid,-0.05425723642
dent,-0.05430560559
aarten,-0.05431122426
zot,-0.05432794988
ague,-0.05437470662
lampen,-0.05440687388
achter,-0.05447355456
ter,-0.05449948889
kunstenaar,-0.05452443659
straat,-0.05452577161
nac,-0.05454671942
zaak,-0.05455044351
bewegen,-0.05455169082
broeders,-0.05456728488
haal,-0.05460477434
regelen,-0.05466426015
complimenten,-0.05472030304
lood,-0.05474094379
heren,-0.05484314573
oproep,-0.05489997566
burgemeester,-0.05494108703
rive,-0.05494228135
hoog,-0.05494259968
17,-0.05494994012
eekhoorn,-0.05496913567
otta,-0.05499494448
aten,-0.05505355692
snoer,-0.05510158837
evenementen,-0.05516920611
verzekerd,-0.05520995334
dringend,-0.05522491325
ast,-0.05522892532
strategie,-0.05528678373
kwaliteit,-0.05531640095
zelf,-0.05532728476
jan,-0.05533827974
algemeen,-0.05534689222
pb,-0.05535202411
unt,-0.0553593114
chinese,-0.05541051179
treden,-0.05542725578
films,-0.05545721657
side,-0.05553902313
keuken,-0.05554326065
lees,-0.05555819356
training,-0.05557587166
bs,-0.05559663947
ita,-0.0556481479
unnel,-0.05571871201
olen,-0.05572475338
integratie,-0.05572773144
ket,-0.05575275421
apps,-0.05576949567
gast,-0.05577980654
zem,-0.0558071828
ppen,-0.05581316737
agnost,-0.05586510152
le,-0.05586738519
hed,-0.05586866241
versterking,-0.05587437749
houten,-0.0558889159
schulden,-0.05593606674
software,-0.05594200548
gert,-0.05599214812
bon,-0.05607169047
bureau,-0.05613517435
oring,-0.05627594651
hr,-0.05638746498
s,-0.05650640155
stadion,-0.05651736107
ak,-0.056608618
autos,-0.05665105954
muur,-0.05668686734
bestaan,-0.05676100904
etter,-0.05679806322
paard,-0.05680724094
oneens,-0.0568873547
ruyt,-0.05689564534
weide,-0.05690370128
erie,-0.05691703781
fox,-0.0569988863
tab,-0.05702506751
tevoren,-0.05702944426
iloft,-0.05707938597
rijden,-0.05708988674
hilarisch,-0.05711125582
over,-0.05713370222
donderdag,-0.05715705659
rapper,-0.05716599524
akker,-0.0571664141
lijken,-0.0572530764
work,-0.0573095126
aller,-0.05731319264
igd,-0.05734886974
ij,-0.0573534563
subtiel,-0.05737862736
ari,-0.05746403849
ema,-0.05747425676
leeftijd,-0.05747431703
3,-0.05749489706
start,-0.05755844119
overs,-0.05760256946
uã¯,-0.05766857043
organisatoren,-0.05771599337
des,-0.05776943061
brink,-0.05779491272
gebied,-0.05781168863
os,-0.0578250272
hier,-0.05783654544
gec,-0.05785506777
au,-0.05785690538
dend,-0.05787252076
moest,-0.05792729713
brow,-0.05801557004
delegatie,-0.05805464089
oversp,-0.05807900801
ouk,-0.05807905141
elden,-0.05809211114
achtoff,-0.05809810758
ette,-0.05811726237
ollen,-0.05812695366
bijten,-0.05815005675
mentor,-0.05826782656
bruggen,-0.05829381943
dramatische,-0.05829437822
oorn,-0.05831169337
63,-0.05832394416
gewest,-0.05837037787
behand,-0.05838440731
ates,-0.05838730931
nn,-0.05840974338
pakken,-0.05850829797
won,-0.05857758597
links,-0.05859067181
ondert,-0.05865294859
bordjes,-0.05866902322
mw,-0.05866955643
c,-0.05887409533
airs,-0.058933191
ushi,-0.05895422772
blind,-0.05898675276
feb,-0.05901205866
microsoft,-0.05903279036
aring,-0.05905833654
vlaamse,-0.05914667377
iscrimin,-0.05927652866
wã©l,-0.05931515774
gp,-0.05932036426
asting,-0.05932225939
stoelen,-0.0593392998
ose,-0.05937186728
onver,-0.0593788897
js,-0.05939090904
scholen,-0.05940700243
112,-0.05954392441
ister,-0.05958222069
out,-0.05961605675
ck,-0.05962056222
misselijk,-0.0596377477
50,-0.0596463123
s,-0.05973066986
uts,-0.05980149532
uchten,-0.05986307189
uur,-0.05989234197
etje,-0.05995966118
fan,-0.05996798724
ocus,-0.06003493071
platen,-0.06015791395
wil,-0.06016701535
vrouwelijk,-0.0602635704
kregen,-0.06032365048
hoort,-0.06033135636
dek,-0.06035899238
lady,-0.06036704965
opa,-0.06041092472
keer,-0.06043708066
flyers,-0.06046909466
jaarlijkse,-0.06059287488
ooi,-0.06066099321
x,-0.06070324341
arab,-0.0607675761
mouwen,-0.06086961553
99,-0.06094031921
kleding,-0.06098137144
red,-0.06098269676
coach,-0.06102648959
iff,-0.06103709131
del,-0.06105673105
televis,-0.06108289957
rapp,-0.06127794087
roningen,-0.06131022784
testament,-0.0613126196
id,-0.06131632758
iziger,-0.06131660907
schippers,-0.06135646254
amm,-0.06136178846
bevolkings,-0.06136182696
ds,-0.06136247598
interview,-0.06138540556
schl,-0.06141685322
maken,-0.06143118126
ronk,-0.06147376448
gb,-0.06155653322
aker,-0.06156879733
oen,-0.06160888379
stress,-0.0616286713
naakt,-0.0616647104
koud,-0.06167585752
ares,-0.06168930225
tjes,-0.06169870783
vertrok,-0.06171680614
surinaamse,-0.06171898544
ummer,-0.06177522428
yn,-0.06178213494
roos,-0.06180766458
melding,-0.06193137169
dorp,-0.06195361862
pect,-0.06201361368
biologie,-0.06202221289
accounts,-0.0620284722
89,-0.06205062522
mac,-0.06212835386
arch,-0.06215143157
fitness,-0.06226888299
sound,-0.06229939451
allang,-0.06230185181
vonden,-0.06230448931
aart,-0.06230741592
adeau,-0.06235492579
geven,-0.06235951561
any,-0.06236611803
konden,-0.06237962097
speel,-0.06241124868
ub,-0.06243468845
cm,-0.06259618376
anel,-0.06264934456
yk,-0.06272953888
l,-0.06275346366
pp,-0.06278949045
ende,-0.06287074873
beschadigd,-0.06287322193
alweer,-0.06290521273
site,-0.06291391638
zã³,-0.06291479338
ater,-0.06301591295
alent,-0.06305548409
bewaren,-0.06305868924
koken,-0.06306131966
smakelijk,-0.0630831793
desktop,-0.06316140294
afgenomen,-0.0632385239
zeggen,-0.06324138275
12,-0.06332407936
verzoek,-0.06339377165
william,-0.06344539672
haak,-0.06344848662
congressen,-0.06344938278
ios,-0.06349012814
77,-0.06357701006
appar,-0.06358505785
rust,-0.063586399
oogsten,-0.06361226737
ving,-0.06361618204
herman,-0.06374741346
paar,-0.06379621094
rm,-0.06386488955
ooit,-0.06390829063
ã§,-0.06400071084
a,-0.06401255824
upp,-0.06404674985
omot,-0.06408250332
verdwijnen,-0.06410111487
eenkomst,-0.0641290918
ld,-0.06416577381
rent,-0.06418061376
puur,-0.06420057267
adam,-0.06422897056
igde,-0.06427186728
installaties,-0.06428720802
digit,-0.06429485102
49,-0.06440318027
robin,-0.06443019956
ram,-0.06448316211
aude,-0.06454434991
roermond,-0.06455693766
present,-0.06459058449
ergens,-0.06466647734
use,-0.06477634888
syn,-0.06478156894
hoek,-0.06481939014
veld,-0.06482019032
originele,-0.06488975137
bar,-0.06489392202
uifel,-0.0649971664
sem,-0.06508162972
host,-0.06509878967
vakantie,-0.06514269125
bewonderen,-0.06516688317
gers,-0.06521333009
.?,-0.06531494111
yan,-0.06533052772
ock,-0.06537866606
ith,-0.06552904844
kwamen,-0.06553392694
verzamelen,-0.06553564966
vlek,-0.06562672062
ini,-0.06562919495
ochem,-0.06563634425
lamb,-0.06566243619
fascinatie,-0.06570579112
knuffel,-0.06576533616
mann,-0.06577949607
kast,-0.06585496357
doll,-0.06591553241
ron,-0.06603854118
kinder,-0.06604388184
orte,-0.06604611501
ver,-0.06613652936
wel,-0.06616653756
hen,-0.06627723475
aast,-0.06631883979
veluwe,-0.0663234368
rem,-0.06637134146
telefonisch,-0.06638696045
passages,-0.06648942828
kaz,-0.06652567536
oco,-0.06653629988
huidige,-0.06663223325
ord,-0.06673823498
liefste,-0.06681815349
boven,-0.06683950468
gr,-0.06687309559
rom,-0.06688826428
spieren,-0.06690012912
ined,-0.06691813469
fe,-0.06695926434
sport,-0.06703707675
yon,-0.06712052226
vooral,-0.06715434727
rs,-0.06715611389
russ,-0.06718097627
ope,-0.06719385855
honger,-0.0672864588
af,-0.06728809399
inclusief,-0.06733389944
allen,-0.06738633407
av,-0.0673880777
kanalen,-0.06743045896
ertje,-0.0675433291
eh,-0.06760871375
eleid,-0.06761668622
fit,-0.06769128144
reizen,-0.0676918806
dog,-0.06775759161
-/,-0.06776084006
vig,-0.06778115779
ob,-0.0679201399
du,-0.06793686359
droegen,-0.06804146431
inde,-0.06806687735
vle,-0.06808434427
ikken,-0.06810538736
jah,-0.06811559852
age,-0.06818412121
omer,-0.06818655878
gn,-0.06822512678
bee,-0.06825251738
bol,-0.06830383341
uter,-0.06832993776
foutje,-0.06842472404
los,-0.06844057294
gemaakt,-0.06849884948
zp,-0.06857835501
li,-0.06859354675
winnaars,-0.06865794212
dans,-0.06868612487
rein,-0.06871471729
feder,-0.0687506441
ra,-0.06875705712
pm,-0.06876968161
hem,-0.06878048146
raagd,-0.0687869892
ogel,-0.06881769007
lib,-0.06887795217
iem,-0.06903479993
ate,-0.0690358681
ouders,-0.06909754175
ato,-0.06910602539
provinciale,-0.06911154781
eg,-0.06915522516
ais,-0.06917028874
verhuizing,-0.06917133927
polder,-0.06945668161
nadeel,-0.06952976435
technieken,-0.06956850737
ac,-0.06963977428
ongen,-0.06974888081
hof,-0.06979327558
besluit,-0.06982470863
zei,-0.06985392137
tot,-0.06988564622
vb,-0.0699018858
isp,-0.06997043942
wing,-0.0699806849
ollet,-0.07000292838
place,-0.07001632075
dagen,-0.07008230195
zachter,-0.07011921704
